HHKEY,ZIP_CODE,REC,FRE,MON,CC_CARD,AVRG,PC_CALC20,PSWEATERS,PKNIT_TOPS,PKNIT_DRES,PBLOUSES,PJACKETS,PCAR_PNTS,PCAS_PNTS,PSHIRTS,PDRESSES,PSUITS,POUTERWEAR,PJEWELRY,PFASHION,PLEGWEAR,PCOLLSPND,AMSPEND,PSSPEND,CCSPEND,AXSPEND,TMONSPEND,OMONSPEND,SMONSPEND,PREVPD,GMP,PROMOS,DAYS,FREDAYS,MARKDOWN,CLASSES,COUPONS,STYLES,STORES,STORELOY,VALPHON,WEB,MAILED,RESPONDED,RESPONSERATE,HI,LTFREDAY,CLUSTYPE,PERCRET,RESP
9.95565E+12,97213,201,4,649.18,1,162.29,11,0.11,0,0,0.14,0,0,0.06,0,0,0.51,0,0.004004,0,0.02,0,0,19.5,629.68,0,0,0,0,522.97,0.51,15,441,110.25,0.17,8,1,19,2,696,Y,0,8,1,12.5,30.46,27.56,48,0.15,0
9.95565E+12,97206,271,2,418.43,0,209.21,11,0.06,0.02,0,0.09,0,0.08,0,0,0.07,0.52,0,0.05,0.07,0,0,0,0,418.43,0,0,0,0,0,0.46,3,276,138,0.18,9,0,11,2,696,Y,0,2,0,0,31.38,69,18,0,0
9.95565E+12,97223,174,2,192.73,0,96.36,11,0.07,0.07,0,0.07,0,0.48,0,0,0,0,0,0,0.05,0.22,0,0,61.49,131.24,0,0,0,72.73,0,0.54,8,684,342,0.26,7,1,10,2,2706,Y,0,2,0,0,30.53,76,18,0,0
9.95565E+12,97213,297,1,146.99,0,146.99,19,0.71,0,0,0.2,0,0,0,0,0,0,0,0,0,0.08,0,0,0,146.99,0,0,0,0,0,0.49,11,297,297,0.42,3,0,6,1,4188,Y,0,4,0,0,55.85,148.5,23,0,0
9.95565E+12,97211,314,2,138.75,0,69.37,11,0.95,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,138.75,0,0,0,0,138.75,0.41,13,509,254.5,0.44,2,0,8,1,696,Y,0,6,2,33.33,90.88,84.83,46,0,0
9.95565E+12,87122,259,1,140.99,0,140.99,16,0,0,0.13,0,0.76,0,0.09,0,0,0,0,0,0,0,0,0,108,32.99,0,0,0,0,0,0.63,2,259,259,0.04,3,0,3,2,2592,Y,0,1,0,0,61.47,129.5,1,0,0
9.95565E+12,97330,129,8,753.17,1,94.14,11,0.38,0,0,0.01,0.03,0.02,0.17,0,0,0,0,0,0.06,0,0,0,0,588.49,164.68,0,0,88.99,221,0.5,21,496,62,0.24,10,1,23,2,221,Y,0,10,2,20,18.22,35.42,8,0.45,0
9.95565E+12,97333,191,4,97.99,0,24.49,16,0,0,0.13,0,0,0.25,0,0,0,0,0,0,0.04,0,0,0,68,29.99,0,0,0,0,0,0.63,2,457,114.25,0.04,4,0,6,2,2753,N,0,1,1,100,8.61,65.28,8,1.29,0
9.95565E+12,97306,241,2,120.4,1,60.2,11,0.33,0,0,0.19,0,0,0,0.46,0,0,0,0,0,0,0,0,28.04,92.36,0,0,0,0,0,0.27,6,256,128,0.42,3,1,6,4,149,Y,0,1,0,0,36.94,64,10,0,0
9.95565E+12,97470,329,1,119.94,0,119.94,16,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,79.96,39.98,0,0,0,0,119.94,0.49,2,329,329,0.18,2,0,5,2,2724,N,0,1,0,0,50,164.5,22,0,0
9.95565E+12,97470,170,1,323.99,0,323.99,11,0,0,0,0.12,0,0,0.15,0,0.39,0,0.21,0,0.12,0,0,0,0,323.99,0,0,0,323.99,0,0.66,4,170,170,0,5,0,6,1,696,Y,0,1,0,0,25.21,170,16,0,0
9.95565E+12,97701,309,1,14.99,0,14.99,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0.11,5,309,309,0,1,0,1,1,4684,Y,0,1,0,0,100,309,16,0,0
9.95565E+12,98059,154,2,217,0,108.5,16,0,0,0,0,0.45,0.54,0,0,0,0,0,0,0,0,1,0,99,118,0,0,0,59,0,0.69,4,231,115.5,0,2,0,2,2,2829,N,0,2,0,0,150.38,19.25,10,0,1
9.95565E+12,98023,277,3,68.99,0,22.99,11,0,0,0,0,0,0.52,0.47,0,0,0,0,0,0,0,0,0,0,68.99,0,0,0,0,19.99,0.6,0,357,119,0.13,3,0,4,2,4758,N,0,0,0,0,69.36,89.25,3,0.78,0
9.95565E+12,98058,112,1,157.99,0,157.99,11,0,0,0,0.55,0,0,0.23,0.21,0,0,0,0,0,0,0,0,0,157.99,0,0,0,157.99,0,0.64,2,112,112,0.09,3,0,6,1,665,Y,0,0,0,0,40.43,112,4,0,0
9.95565E+12,98093,325,2,648.49,0,324.24,11,0,0.12,0.12,0.07,0.42,0.09,0,0.07,0,0,0,0.01,0,0.06,0.15,0,64,584.49,0,0,0,0,257,0.65,14,507,253.5,0.03,10,0,18,2,665,Y,0,9,2,22.22,26.02,63.37,50,0,0
9.95565E+12,98056,350,2,265.95,1,132.97,11,0.1,0,0,0.42,0.46,0,0,0,0,0,0,0,0,0,0.16,0,104.4,161.55,0,0,0,0,0,0.54,15,359,179.5,0.26,4,0,8,2,665,Y,0,5,0,0,43.75,119.66,15,0,0
9.95565E+12,98015,187,1,129.99,0,129.99,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,129.99,0,0,0,0,0,0.62,5,187,187,0.26,1,0,1,1,665,N,0,2,0,0,100,187,50,0,0
9.95565E+12,98031,93,6,368.95,0,61.49,16,0.1,0.08,0,0,0.18,0.07,0.34,0.04,0.16,0,0,0,0,0,0,0,248.98,39.99,79.98,0,0,142.99,0,0.34,4,272,45.33,0.33,8,0,14,3,665,Y,0,2,1,50,20.48,19.42,10,0,0
9.95565E+12,98030,5,1,200,1,200,16,0.68,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,152,48,0,200,200,200,0,0.69,3,441,441,0,2,0,4,2,2724,Y,0,1,0,0,56.48,147,0,0,0
9.95565E+12,98092,5,4,617.85,1,154.46,15,0.07,0,0,0.03,0.43,0.12,0.25,0.06,0,0,0,0,0,0,0,0,138.98,29,449.87,369.91,349.92,449.87,0,0.58,14,698,174.5,0.01,8,0,13,4,5111,Y,0,9,2,22.22,28.53,27.92,10,0,0
9.95565E+12,98092,90,2,102.99,0,51.49,11,0.36,0,0,0,0,0.48,0,0,0,0,0,0,0,0.14,0,0,15,87.99,0,15,0,102.99,0,0.62,2,124,62,0.02,3,0,5,2,665,Y,0,0,0,0,39.29,15.5,17,0,0
9.95565E+12,98058,286,1,124.98,0,124.98,16,0,0,0,0,0.45,0.25,0,0,0,0,0,0,0,0,0,0,79.99,44.99,0,0,0,0,0,0.61,4,286,286,0.02,2,0,2,2,5111,Y,0,2,0,0,27.51,95.33,1,0.39,0
9.95565E+12,98059,326,1,254.99,0,254.99,16,0.69,0.05,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,147,107.99,0,0,0,0,254.99,0.58,7,326,326,0.18,3,0,9,2,2829,Y,0,4,0,0,54.28,163,5,0,0
9.95565E+12,98007,291,1,212.73,0,212.73,16,0.33,0.06,0.08,0,0.28,0.23,0,0,0,0,0,0,0,0,0,0,193.73,19,0,0,0,0,0,0.5,13,375,375,0.35,5,0,7,3,2829,Y,0,6,0,0,25.54,46.87,10,0,1
9.95565E+12,98092,148,4,208,0,52,11,0,0,0,0,0.51,0.27,0,0,0,0,0,0,0,0.2,0,0,15,193,0,0,0,178,0,0.68,3,538,134.5,0.03,4,0,5,2,4735,Y,0,1,0,0,38.81,89.66,6,0,0
9.95565E+12,98055,105,2,319.98,0,159.99,16,0,0,0,0,0.51,0.18,0.3,0,0,0,0,0,0,0,0.18,0,298.99,20.99,0,0,0,39,0,0.56,13,489,244.5,0.06,3,0,7,2,2829,Y,0,9,0,0,42.25,97.8,4,0,0
9.95565E+12,98032,88,13,914.37,0,70.33,15,0.26,0.007652,0,0.06,0.22,0.13,0,0.06,0.02,0.12,0,0,0.02,0,0,0,175.46,43.5,695.41,110.56,0,627.93,0,0.37,10,426,32.76,0.29,13,0,36,4,5111,N,0,5,2,40,16.24,8.69,5,0.07,1
9.95565E+12,98092,230,2,181.99,0,90.99,11,0,0,0,0,0.54,0.45,0,0,0,0,0,0,0,0,0.86,0,0,181.99,0,0,0,0,0,0.61,5,245,122.5,0.08,3,0,3,1,665,Y,0,2,0,0,125.76,122.5,10,0,0
9.95565E+12,6480,68,2,621.56,1,310.78,15,0.23,0,0,0,0.27,0.26,0.03,0,0.12,0,0,0,0.04,0.02,0.28,0,276.99,63,281.57,281.57,0,281.57,339.99,0.55,2,332,166,0.15,8,1,22,4,5060,Y,0,0,0,0,30.1,83,6,0,0
9.95565E+12,98055,7,4,123.7,1,30.92,16,0.1,0,0,0,0,0,0.62,0,0,0,0,0,0.27,0,0,0,77,46.7,0,75.7,75.7,123.7,0,0.61,2,146,36.5,0.11,3,0,5,2,665,Y,0,0,0,0,47.41,29.2,15,0,0
9.95565E+12,98026,122,3,837.89,0,279.29,11,0,0,0.12,0.03,0.21,0.21,0,0.07,0,0.31,0,0,0.02,0,0.25,0,0,540.98,296.91,0,0,296.91,0,0.64,22,426,142,0.11,8,0,15,3,4591,Y,0,7,2,28.57,27.75,47.33,4,0,0
9.95565E+12,98146,90,3,127.28,0,42.42,11,0.19,0.14,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,43.99,83.29,0,34.29,0,78.28,0,0.61,1,350,116.66,0.1,4,0,5,2,665,N,0,0,0,0,48.9,116.66,14,0,0
9.95565E+12,98102,118,3,112,0,37.33,11,0.17,0.08,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,112,0,0.65,3,691,230.33,0.06,5,0,6,2,4644,N,0,0,0,0,5.99,138.2,37,1.44,0
9.95565E+12,98118,326,1,118,0,118,11,0,0,0,0,0.58,0,0.41,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,118,0.68,8,326,326,0,2,0,2,1,665,N,0,2,0,0,51.43,326,17,0,0
9.95565E+12,98166,96,9,918.93,0,102.1,16,0.11,0,0.04,0.01,0.32,0.09,0.06,0.07,0.05,0.19,0,0.01,0,0,0.03,0,831.93,87,0,0,0,202.96,364.49,0.45,13,479,53.22,0.34,14,0,26,2,2829,Y,0,8,2,25,18.25,23.95,1,0,0
9.95565E+12,32073,136,2,98.98,0,49.49,11,0.79,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.98,0,0,0,69,0,0.55,3,241,120.5,0.22,3,0,5,1,3,Y,1,1,0,0,67.75,80.33,10,0,0
9.95565E+12,98118,16,4,210.97,0,52.74,16,0.05,0,0,0.12,0.57,0,0.06,0.04,0.08,0,0,0,0,0,0,0,158.99,51.98,0,15,15,15,0,0.18,16,467,116.75,0.28,7,0,9,2,2829,Y,0,9,2,22.22,36.39,46.7,25,0.05,0
9.95565E+12,75225,219,1,145,0,145,16,0.5,0,0,0.27,0,0,0,0.22,0,0,0,0,0,0,0,0,90,55,0,0,0,0,0,0.08,4,219,219,0.49,5,0,10,2,2829,N,0,2,0,0,37.63,109.5,1,0,0
9.95565E+12,98138,76,2,106.99,1,53.49,16,0,0,0,0.54,0,0,0,0,0.45,0,0,0,0,0,0,0,48.99,58,0,48.99,0,48.99,0,0.64,3,288,144,0.16,2,0,2,2,2829,Y,0,0,0,0,50.35,24,50,0,0
9.95565E+12,98103,89,1,660.97,1,660.97,11,0.06,0,0.02,0.01,0.47,0.22,0,0.1,0,0.09,0,0,0,0,0.2,0,0,660.97,0,660.97,0,660.97,0,0.46,2,89,89,0.26,7,1,16,1,655,Y,0,0,0,0,33.7,89,8,0,0
9.95565E+12,98146,103,3,158.94,0,52.98,11,0.26,0,0,0,0,0,0,0.42,0.3,0,0,0,0,0,0,0,20.99,137.95,0,0,0,39.99,0,0.18,4,288,96,0.24,4,0,5,2,2829,Y,0,2,0,0,34.76,57.6,15,0,0
9.95565E+12,98125,339,1,256,0,256,16,0,0,0,0.28,0.38,0,0,0.19,0,0,0,0,0.07,0.05,0,0,153,103,0,0,0,0,0,0.69,11,339,339,0.01,5,0,8,2,2829,Y,0,6,0,0,27.7,169.5,10,0,0
9.95565E+12,98116,356,1,252,0,252,11,0.23,0,0,0,0,0.23,0,0.46,0,0,0,0,0.07,0,0,0,0,252,0,0,0,0,0,0.67,14,356,356,0,4,0,4,2,221,N,0,6,0,0,32.41,178,10,0,0
9.95565E+12,98117,57,3,329.13,0,109.71,19,0.19,0,0.03,0,0.24,0.28,0.12,0.12,0,0,0,0,0,0,0,0,0,154.16,174.97,25.18,0,25.18,128.98,0.6,18,687,229,0.04,8,0,8,2,4226,N,0,7,0,0,21.06,137.4,14,0,0
9.95565E+12,98201,83,7,393.08,1,56.15,19,0.07,0.16,0.1,0.03,0.2,0,0.1,0,0.06,0.25,0,0,0,0.005063,0,0,19.99,139.98,233.11,38.98,0,98.95,26.23,0.48,24,625,89.28,0.13,11,4,17,3,4188,Y,0,7,4,57.14,16.29,34.72,10,0,1
9.95565E+12,98384,113,1,135.98,1,135.98,19,0,0,0.5,0,0,0.2,0.28,0,0,0,0,0,0,0,0,0,0,135.98,0,0,0,135.98,0,0.59,8,496,496,0.08,3,0,4,1,4168,Y,0,2,0,0,38.2,165.33,50,0,0
9.95565E+12,98388,40,3,251.97,0,83.99,16,0,0,0,0.71,0.11,0,0.17,0,0,0,0,0,0,0,0,0,140,39,72.97,72.97,0,130.97,0,0.62,5,221,73.66,0.06,5,0,7,4,4278,N,0,2,0,0,54.88,44.2,10,0,0
9.95565E+12,98332,4,13,1460.17,0,112.32,15,0.19,0.01,0.04,0.1,0.2,0.05,0.07,0.15,0.09,0,0,0,0.007468,0,0,0,362.72,84.75,1012.7,156,156,718.85,0,0.54,19,581,44.69,0.15,17,2,54,8,2789,N,0,6,2,33.33,13.73,14.17,4,0.03,0
9.95565E+12,98375,15,15,799.46,0,53.29,19,0.17,0.04,0,0.12,0.2,0.05,0.02,0.07,0.04,0,0,0,0.02,0.06,0,0,39.99,6,753.47,173.96,173.96,344.9,59.98,0.52,11,587,39.13,0.16,15,0,39,9,4278,Y,0,2,0,0,10.6,12.76,11,0.19,1
9.95565E+12,98406,70,1,148.98,0,148.98,18,0.23,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,114,0,34.98,0,148.98,0,148.98,0,0.45,1,70,70,0.27,2,0,6,2,3912,Y,0,0,0,0,64.06,35,15,0,0
9.95565E+12,98407,54,1,150.82,1,150.82,16,0.57,0,0,0.4,0,0,0,0,0,0,0,0,0,0.02,0,0,86.4,64.42,0,150.82,0,150.82,0,0.61,1,54,54,0.11,3,1,5,2,4278,Y,0,0,0,0,49.32,18,18,0,0
9.95565E+12,98422,285,1,299.98,0,299.98,16,0,0,0,0.16,0.16,0,0.19,0,0,0.33,0,0.02,0,0.11,0.16,0,223.98,76,0,0,0,0,0,0.56,12,285,285,0.04,7,0,10,2,2829,Y,0,3,0,0,24.5,142.5,11,0,0
9.95565E+12,98674,317,1,753.96,0,753.96,11,0.3,0,0,0,0.23,0.15,0,0,0,0.26,0,0,0,0.03,0,0,0,753.96,0,0,0,0,753.96,0.62,11,317,317,0.005277,6,0,10,1,696,Y,0,4,0,0,24.75,317,35,0,0
9.95565E+12,98512,359,1,316.99,0,316.99,11,0,0,0,0,0.34,0,0,0.18,0,0.41,0,0,0.06,0,0,0,129.99,187,0,0,0,0,0,0.63,14,359,359,0.1,4,0,4,2,762,N,0,6,0,0,32.38,179.5,8,0,0
9.95565E+12,98503,248,1,121.5,0,121.5,16,0,0,0,0.42,0,0,0,0.47,0,0,0,0,0,0.09,0,0,109.5,12,0,0,0,0,0,0.66,2,248,248,0.11,3,0,6,2,2829,N,0,1,0,0,41.72,82.66,25,0,0
9.95565E+12,98663,3,16,2601.65,1,162.6,11,0.17,0.03,0.04,0.07,0.25,0.05,0.01,0.14,0.06,0.02,0,0,0.02,0.04,0.15,0,0,2601.65,0,1079.45,656.5,1576.14,0,0.58,23,629,39.31,0.2,22,10,67,5,696,Y,1,11,8,72.73,16.35,13.1,18,0.02,0
9.95565E+12,98632,201,1,98,0,98,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,0,0,0.72,3,201,201,0,1,0,1,1,696,Y,0,1,0,0,100,201,20,0,0
9.95565E+12,98664,146,1,99.96,0,99.96,11,0.19,0,0.19,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,99.96,0,0,0,99.96,0,0.42,3,146,146,0,4,0,4,1,696,Y,0,0,0,0,26,146,23,0,0
9.95565E+12,98686,119,8,1103.46,0,137.93,11,0.27,0.03,0,0.08,0.18,0.11,0.04,0.1,0,0.1,0,0.03,0,0,0.05,0,0,1103.46,0,0,0,263.99,108,0.61,15,636,79.5,0.07,14,0,28,1,394,Y,0,10,4,40,16.4,48.92,15,0,0
9.95565E+12,98685,285,3,447.57,1,149.19,11,0.09,0,0,0,0.19,0,0,0,0,0.7,0,0,0,0,0,0,0,447.57,0,0,0,0,0,0.65,15,361,120.33,0.29,3,0,4,1,696,Y,0,5,0,0,54.43,120.33,10,0,0
9.95565E+12,98607,250,1,71.48,0,71.48,11,0.48,0,0,0.4,0,0,0,0,0,0,0,0.1,0,0,0,0,0,71.48,0,0,0,0,0,0.46,0,250,250,0.23,3,0,4,1,696,N,0,0,0,0,41.5,250,4,0,0
9.95565E+12,98662,125,4,714,0,178.5,11,0.04,0.01,0,0.14,0.23,0.04,0.02,0.03,0,0,0,0,0.01,0,0.12,0,99,615,0,0,0,656,0,0.66,5,337,84.25,0.1,14,0,25,2,696,N,0,1,0,0,9.78,48.14,4,0.77,0
9.95565E+12,98661,210,1,131.5,0,131.5,16,0.59,0,0,0,0,0,0,0.37,0,0,0,0,0,0.03,0.37,0,78,53.5,0,0,0,0,0,0.7,16,605,605,0,3,0,4,2,2724,Y,0,10,1,10,63.07,75.62,25,0,0
9.95565E+12,98801,348,1,79,0,79,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,79,0,0,0,0,0,0.71,8,348,348,0,1,0,1,1,26,N,0,5,0,0,200,348,40,0,0
9.95565E+12,99208,115,2,103.99,0,51.99,16,0.19,0,0,0,0,0.61,0,0,0,0,0,0,0.19,0,0,0,64,20,19.99,0,0,19.99,0,0.66,3,302,151,0,3,0,3,3,2624,Y,0,0,0,0,45.27,100.66,5,0,0
9.9564E+12,33912,10,13,1557.46,1,119.8,18,0.48,0.02,0,0.05,0.11,0.04,0.1,0.01,0.03,0,0,0,0.01,0.01,0.13,1547.62,0,9.84,0,340.29,176.98,952.23,0,0.48,18,439,33.76,0.3,13,8,66,4,3878,Y,1,5,5,100,28.37,12.19,10,0.1,0
9.9564E+12,43611,21,9,1315.9,1,146.21,18,0.17,0.01,0.1,0.08,0.1,0.08,0.06,0.02,0.03,0,0,0,0.02,0,0.03,1287.22,0,28.68,0,557.22,0,593.97,137.98,0.52,15,637,70.77,0.29,16,7,44,5,3913,Y,0,8,4,50,7.66,17.69,18,0.38,0
9.9564E+12,48346,7,3,426.45,1,142.15,16,0.27,0,0,0.03,0,0.08,0.25,0,0.17,0.17,0,0,0,0,0,0,370.22,56.23,0,128,128,292.21,134.24,0.48,5,374,124.66,0.31,9,0,16,3,2880,Y,0,2,0,0,20.95,18.7,10,0,1
9.9564E+12,48336,34,22,1075.44,1,48.88,16,0.28,0.02,0.05,0.09,0.02,0,0.07,0.03,0.12,0,0,0.008518,0.06,0.02,0,0,978.29,61.16,35.99,112.35,0,382.58,218.74,0.43,19,688,31.27,0.34,18,6,57,5,2669,Y,0,9,8,88.89,12.3,12.98,10,0.22,1
9.9564E+12,48820,18,2,477.99,1,238.99,11,0.16,0,0.15,0.25,0.18,0.11,0,0.09,0,0,0,0,0.03,0,0.38,0,48.6,429.39,0,145,145,477.99,0,0.65,4,141,70.5,0.14,9,2,12,2,453,Y,0,1,1,100,32.44,15.66,6,0,0
9.9564E+12,48910,79,3,287.91,1,95.97,11,0.05,0,0,0.34,0.15,0.15,0,0.06,0.2,0,0,0.01,0,0,0,0,146.55,141.36,0,50.68,0,65.68,0,0.22,10,244,81.33,0.41,9,1,13,2,453,Y,0,3,1,33.33,21.54,24.4,18,0,0
9.9564E+12,49426,352,1,91.99,1,91.99,11,0.29,0.06,0,0,0,0,0.17,0,0,0,0,0.12,0,0,0,0,0,91.99,0,0,0,0,0,0.49,18,542,542,0.39,5,0,7,1,684,Y,0,10,1,10,13.8,67.75,16,0.5,0
9.9564E+12,50170,60,11,589.2,1,53.56,11,0.2,0,0,0.09,0.01,0,0.14,0.16,0.05,0.18,0.04,0,0.02,0,0,0,0,481.16,108.04,14.98,0,91.98,0,0.42,21,625,56.81,0.31,14,2,22,3,4584,Y,0,7,2,28.57,13.87,31.25,16,0.06,0
9.9564E+12,53719,114,2,596.88,1,298.44,11,0,0,0,0.14,0.44,0.18,0,0.22,0,0,0,0,0,0,0.31,0,0,596.88,0,0,0,596.88,0,0.67,4,157,78.5,0.04,4,1,10,1,3,Y,0,1,0,0,40.37,17.44,16,0,0
9.9564E+12,55112,11,8,927.59,1,115.94,11,0.21,0,0,0.04,0.15,0.09,0.12,0.03,0,0.11,0,0,0.09,0.01,0,0,0,927.59,0,190.9,83.5,374.63,0,0.61,22,544,68,0.14,13,2,26,2,305,Y,0,9,2,22.22,12.08,23.65,10,0.11,0
9.9564E+12,55436,13,6,1096.94,1,182.82,11,0.2,0.01,0,0.03,0.08,0.24,0,0.04,0,0.34,0,0,0,0.01,0.24,0,0,1096.94,0,263.97,104.98,263.97,0,0.58,21,558,93,0.23,9,0,24,3,154,Y,0,9,3,33.33,29.62,34.87,8,0,0
9.9564E+12,60661,78,11,183.99,1,16.72,16,0.09,0.01,0.02,0.08,0.01,0.01,0.07,0.26,0.2,0,0,0,0,0,0,0,143.52,40.47,0,67.04,0,67.04,0,0,12,633,57.54,0.29,11,0,26,4,2961,Y,0,4,1,25,13.34,21.82,13,0.26,0
9.9564E+12,61704,13,4,398.32,1,99.58,16,0.21,0.07,0.14,0.09,0.15,0,0.12,0.05,0.1,0,0,0.04,0,0,0,0,360.88,37.44,0,152.35,35.98,152.35,245.97,0.45,12,318,79.5,0.31,12,1,18,4,2848,Y,1,5,2,40,13.49,10.96,4,0,1
9.9564E+12,63012,25,1,40,0,40,11,0.62,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,40,0,40,40,40,0,0.22,20,581,581,0.49,2,0,3,1,426,Y,0,10,1,10,53.12,193.66,11,0,0
9.9564E+12,66213,163,2,339.94,1,169.97,11,0.42,0,0,0.05,0,0,0.07,0.05,0.28,0,0,0,0.09,0,0,0,0,339.94,0,0,0,131.98,0,0.59,5,532,266,0.05,7,0,11,1,856,Y,0,1,0,0,28.43,177.33,1,0,0
9.9564E+12,90680,12,2,487.33,1,243.66,11,0.21,0.01,0.02,0.04,0.07,0.02,0.02,0.07,0.23,0,0,0,0,0,0.13,0,108,379.33,0,487.33,487.33,487.33,0,0.11,0,23,11.5,0.53,9,2,36,3,331,Y,0,0,0,0,13.6,1,5,0.36,1
9.9564E+12,92122,46,11,818.19,1,74.38,16,0.16,0,0,0.02,0.3,0.27,0.01,0,0,0,0,0,0,0,0.12,0,675.72,142.47,0,411.49,0,666.23,0,0.4,16,684,62.18,0.28,12,5,31,6,866,Y,0,9,3,33.33,21.29,18,4,0.26,0
9.9572E+12,6762,22,15,931.49,1,62.09,11,0.59,0.04,0.003221,0.02,0.1,0.07,0.05,0.02,0.03,0,0,0.003221,0.01,0.009662,0.1,0,40.6,810.66,80.23,216.77,49.2,257.57,0,0.41,26,657,43.8,0.38,16,0,45,4,432,Y,0,10,4,40,39.39,16.02,10,0,0
9.9572E+12,7721,30,5,296.91,1,59.38,11,0.01,0,0,0.06,0.17,0,0.01,0,0,0.72,0,0,0,0,0,0,284.93,11.98,0,8.99,8.99,60.95,0,0,10,230,46,0.42,5,1,12,4,140,Y,0,3,2,66.67,56.43,5.75,15,0,0
9.9572E+12,8205,14,7,466.21,1,66.6,16,0.61,0.01,0.15,0,0,0,0.07,0,0,0,0,0,0.14,0,0,0,418.21,48,0,59,59,256.96,72.75,0.51,15,428,61.14,0.15,7,0,15,5,1635,Y,0,7,4,57.14,42.6,28.53,10,0,0
9.9572E+12,15068,73,5,456.14,1,91.22,11,0.05,0,0,0.08,0.2,0.14,0,0.04,0.13,0,0,0,0.01,0,0,0,0,456.14,0,456.14,0,456.14,0,0.63,2,84,16.8,0.12,7,1,12,4,994,Y,0,0,0,0,9.16,12,10,0.46,0
9.9572E+12,19382,45,5,297.96,1,59.59,16,0.54,0,0,0,0,0,0.28,0,0.13,0,0,0,0,0.04,0,0,211.97,85.99,0,14.99,0,240.97,0,0.53,19,634,126.8,0.15,5,0,12,2,2792,Y,0,7,3,42.86,39.73,15.85,8,0,0
9.9572E+12,21666,177,1,98,0,98,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98,0,0,0,98,0,0.71,8,177,177,0,1,0,1,1,460,Y,0,1,0,0,100,59,6,0,0
9.9572E+12,29301,7,3,245.43,1,81.81,11,0.12,0,0,0.07,0.28,0,0.1,0,0.2,0,0.19,0,0,0,0.28,0,119.98,125.45,0,164.96,119.98,245.43,0,0.4,24,528,176,0.33,6,0,7,2,5067,Y,0,9,0,0,27.78,58.66,20,0,0
9.9572E+12,30082,74,16,656.17,1,41.01,11,0.006991,0.01,0.009256,0.15,0.08,0.02,0,0.05,0,0.07,0,0.005353,0.02,0.07,0,0,0,612.39,43.78,86.74,0,262.96,0,0.49,24,655,40.93,0.22,17,2,39,6,111,Y,0,8,3,37.5,4.79,13.93,8,0.85,0
9.9572E+12,35905,11,10,1093.05,0,109.3,11,0.21,0.03,0.09,0.1,0.1,0,0.17,0.07,0.12,0,0,0,0.07,0,0,0,0,1093.05,0,368.9,69,534.38,92.97,0.55,14,380,38,0.16,14,0,40,1,810,Y,0,7,3,42.86,13.35,14.61,22,0,0
9.9572E+12,37923,135,3,165.98,0,55.32,16,0.5,0,0,0.06,0,0.35,0,0,0,0,0,0.08,0,0,0.35,0,107.98,58,0,0,0,107.98,0,0.6,11,567,189,0,5,0,5,3,2954,Y,0,8,3,37.5,51.34,51.54,3,0,1
9.9572E+12,42001,173,3,423.97,0,141.32,11,0,0.12,0,0.09,0,0,0,0.27,0.43,0,0,0,0.07,0,0,0,0,423.97,0,0,0,113.99,0,0.61,15,354,118,0.11,6,1,7,1,647,Y,0,6,1,16.67,29.48,35.4,16,0,0
9.9572E+12,43017,91,10,715.76,1,71.57,11,0.1,0,0,0.03,0.14,0,0.05,0.09,0.22,0,0,0.01,0.06,0.07,0,0,30.33,355.42,330.01,0,0,340.27,0,0.47,28,630,63,0.34,16,3,41,5,721,Y,0,10,4,40,10.35,16.15,8,0.23,1
9.9572E+12,43220,258,2,171.99,1,85.99,11,0,0,0.17,0,0,0,0,0,0,0,0.81,0.01,0,0,0,0,0,139.5,32.49,0,0,0,0,0.52,20,597,298.5,0.45,3,0,3,2,322,Y,0,7,0,0,68.84,85.28,8,0,0
9.9572E+12,45669,17,3,228.74,1,76.24,16,0.13,0,0.16,0,0,0,0.06,0.12,0.11,0,0,0,0.02,0.07,0,0,186.2,42.54,0,228.74,0,228.74,0,0.35,1,58,19.33,0.4,8,1,17,2,2730,Y,0,0,0,0,8.4,6.44,35,0.42,1
9.9572E+12,49270,30,4,867.4,1,216.85,19,0.13,0.05,0,0.04,0.3,0,0.02,0.11,0.18,0,0,0,0.13,0,0,0,39,118,710.4,407.44,157,867.4,0,0.59,4,127,31.75,0.12,9,2,24,4,4109,Y,0,0,0,0,18.19,5.29,16,0,0
